iter	Logloss
602	0.460293318
603	0.4602687243
604	0.4602516266
605	0.4602200421
606	0.4602067346
607	0.4601519321
608	0.460098421
609	0.4600723112
610	0.460053529
611	0.4600408952
612	0.4600016463
613	0.4599501005
614	0.4599194707
615	0.4598625064
616	0.4598239874
617	0.4597477075
618	0.4597266231
619	0.4597131471
620	0.4596843421
621	0.4596355196
622	0.4596188992
623	0.4595938562
624	0.4595429281
625	0.459515218
626	0.4595113156
627	0.459482651
628	0.4594625492
629	0.4594327335
630	0.4594234688
631	0.45939399
632	0.4593487891
633	0.4593206018
634	0.459306087
635	0.4592749798
636	0.4592511722
637	0.4592233498
638	0.459199093
639	0.4591764083
640	0.4591578788
641	0.4591106846
642	0.4590845748
643	0.4590553487
644	0.4590432765
645	0.4590346855
646	0.458991871
647	0.4589676423
648	0.4589551769
649	0.4589484951
650	0.4589122221
651	0.4588651122
652	0.458818283
653	0.458798434
654	0.458732598
655	0.4587263092
656	0.4587059828
657	0.4586885763
658	0.4586823998
659	0.4586299837
660	0.4586101907
661	0.4585881518
662	0.4585826211
663	0.4585557813
664	0.4585331809
665	0.4585046566
666	0.4584933424
667	0.4584488715
668	0.4584456148
669	0.4584169783
670	0.4583891559
671	0.4583522653
672	0.45831063
673	0.4582917916
674	0.4582804212
675	0.4582351923
676	0.4582123392
677	0.4581865663
678	0.4581680649
679	0.458124717
680	0.458096642
681	0.4580767367
682	0.4580657033
683	0.4580375159
684	0.4580172738
685	0.4579773791
686	0.4579399832
687	0.4579022222
688	0.4578971407
689	0.4578813906
690	0.4578501992
691	0.4578249316
692	0.4577964635
693	0.4577642895
694	0.4577013733
695	0.4576983412
696	0.4576775938
697	0.4576577728
698	0.4576283221
699	0.4576042056
700	0.4575685503
701	0.4575586959
702	0.4575322773
703	0.4575213281
704	0.4575000472
705	0.4574669748
706	0.457440865
707	0.4574117792
708	0.4573848272
709	0.4573641639
710	0.4573411424
711	0.4573141903
712	0.4572447046
713	0.4572221323
714	0.4571997284
715	0.4571743485
716	0.4571473684
717	0.4571260033
718	0.4571085687
719	0.4570869509
720	0.4570277125
721	0.4570075547
722	0.4569918888
723	0.456977009
724	0.4569512923
725	0.4569319766
726	0.4569195113
727	0.4568918012
728	0.456856567
729	0.4568263583
730	0.4568181042
731	0.4567948581
732	0.4567473551
733	0.4567262427
734	0.4567164164
735	0.4567120367
736	0.4566922157
737	0.45666838
738	0.4566342407
739	0.4566297207
740	0.4565912017
741	0.4565660464
742	0.4565338444
743	0.4565089699
744	0.4564801368
745	0.4564575083
746	0.4564271592
747	0.4564095561
748	0.456385552
749	0.4563593579
750	0.4563181999
751	0.4562895634
752	0.4562560418
753	0.456239674
754	0.4562229132
755	0.4562204707
756	0.4561887178
757	0.4561740626
758	0.4561464368
759	0.4561202708
760	0.4561115956
761	0.456084054
762	0.4560556421
763	0.4560335751
764	0.456029448
765	0.4560176846
766	0.4559915186
767	0.4559683286
768	0.4559446614
769	0.4559206011
770	0.455896625
771	0.4558789938
772	0.4558586675
773	0.4558360952
774	0.4558095081
775	0.4557760707
776	0.4557720841
777	0.4557469007
778	0.4557084379
779	0.4556782292
780	0.4556646689
781	0.455646757
782	0.455622051
783	0.4556180082
784	0.4555939198
785	0.4555500104
786	0.4555370117
787	0.4555247429
788	0.4555224407
789	0.455458935
790	0.4554361942
791	0.4554100844
792	0.455406575
793	0.4553859398
794	0.4553336079
795	0.4553241186
796	0.4552931237
797	0.4552693722
798	0.4552443293
799	0.4552157489
800	0.4551968263
801	0.455180234
802	0.4551573528
803	0.4551409008
804	0.4551062
805	0.4550888497
806	0.4550619538
807	0.4550531101
808	0.4550508922
809	0.4550281514
810	0.4550215257
811	0.4549645895
812	0.4549441509
813	0.4549244422
814	0.4549027121
815	0.4548865689
816	0.4548465339
817	0.4548432211
818	0.4548321595
819	0.4548162971
820	0.4548059093
821	0.4547644144
822	0.4547426843
823	0.4547197751
824	0.4546816211
825	0.4546609578
826	0.4546529003
827	0.4546240672
828	0.4545956834
829	0.4545955711
830	0.4545731952
831	0.4545534866
832	0.4544894474
833	0.4544666785
834	0.4544348695
835	0.4544108934
836	0.4544076928
837	0.4543885737
838	0.4543681632
839	0.4543505882
840	0.4543233554
841	0.4542982001
842	0.4542754032
843	0.4542545154
844	0.4542397479
845	0.4542190004
846	0.4541907289
847	0.4541782635
848	0.4541735469
849	0.4541531083
850	0.4541349157
851	0.4540986427
852	0.4540802535
853	0.4540664687
854	0.4540267144
855	0.4540002677
856	0.4539785376
857	0.4539608223
858	0.4539454933
859	0.4539244651
860	0.4539024262
861	0.4538765129
862	0.4538428228
863	0.4538167131
864	0.4537930177
865	0.453784904
866	0.4537687609
867	0.4537411631
868	0.4537173835
869	0.4536920318
870	0.4536789769
871	0.4536496104
872	0.4536287225
873	0.4536081154
874	0.4535702422
875	0.4535561205
876	0.4535359906
877	0.4535005038
878	0.4534973313
879	0.4534801213
880	0.4534568471
881	0.4534191142
882	0.4533996021
883	0.4533836835
884	0.4533598759
885	0.4533567876
886	0.453338595
887	0.4533308743
888	0.4533033608
889	0.453278767
890	0.4532597041
891	0.4532518711
892	0.4532228696
893	0.4532024871
894	0.4531944857
895	0.4531775003
896	0.453155293
897	0.453146337
898	0.4531312888
899	0.4531149491
900	0.4531127031
901	0.4530996202
902	0.4530739596
903	0.4530512749
904	0.4530385288
905	0.4530184271
906	0.4529806381
907	0.4529651968
908	0.4529134264
909	0.4529058462
910	0.4528910506
911	0.452866878
912	0.4528569394
913	0.4528354339
914	0.4528202734
915	0.4527803788
916	0.4527733039
917	0.4527601928
918	0.4527244252
919	0.4526884891
920	0.4526705492
921	0.4526446921
922	0.4526220636
923	0.4526104967
924	0.4525921917
925	0.4525763574
926	0.4525629094
927	0.452521976
928	0.4525031938
929	0.4524940414
930	0.4524711883
931	0.4524467068
932	0.4524438993
933	0.4523943188
934	0.4523683213
935	0.4523198637
936	0.4523048155
937	0.4522841523
938	0.4522702832
939	0.4522466159
940	0.4522089112
941	0.4521853843
942	0.4521625873
943	0.4521625312
944	0.4521431594
945	0.4521081498
946	0.4520927366
947	0.4520705854
948	0.4520245704
949	0.4520052548
950	0.4520053671
951	0.4519851811
952	0.4519704698
953	0.4519529229
954	0.4519439388
955	0.4519157515
956	0.4518960428
957	0.4518765307
958	0.4518516281
959	0.4518448339
960	0.4518338847
961	0.4517910702
962	0.4517664484
963	0.4517337129
964	0.4517228759
965	0.4517154079
966	0.4516956431
967	0.4516688595
968	0.4516620654
969	0.4516409248
970	0.4516223672
971	0.4516019847
972	0.451594601
973	0.45158076
974	0.4515616971
975	0.451556447
976	0.4515370191
977	0.4515186299
978	0.4515045643
979	0.4514719411
980	0.4514390372
981	0.4514197777
982	0.4513982441
983	0.4513546997
984	0.4513365632
985	0.4512913624
986	0.4512720187
987	0.4512562686
988	0.4512393674
989	0.4512159528
990	0.4511978163
991	0.4511808309
992	0.4511656423
993	0.4511388026
994	0.451121733
995	0.4511014066
996	0.4510829332
997	0.4510689238
998	0.4510518822
999	0.4510492432
